,Time (s),A1,B1,C1,D1,A2,B2,C2,D2,A3,B3,C3,D3,A4,B4,C4,D4,A5,B5,C5,D5,A6,B6,C6,D6
0,0.0,10.781375749502331,10.185038263443857,6.888774805702269,9.168172255158424,9.6323128673248,7.754249963909388,7.481539796572179,13.905359082855284,6.558875611517578,5.805937689729035,8.687275112606585,10.208437743131071,6.7252840381115675,3.8295111153274775,10.484065569471568,9.291339665651321,5.105663149151951,9.12165705813095,6.038491846993566,9.10570815904066,6.452726665884256,7.040966011118144,9.150120604317635,8.110160706564784
1,0.01,15.671190340071917,15.124307537917048,11.782212823163718,12.003285519313067,12.335636711213738,10.772928362712264,11.872376489918679,15.977100702002645,10.155585187021643,7.8699958976358175,12.672040611505508,12.665143003687263,9.187810064759105,8.196460839826614,9.985888027586043,11.10883749788627,8.848881407175213,11.146476026624441,9.339855751022696,11.853771866299212,8.900125976651907,10.903982911258936,10.35204331856221,8.061950211413205
2,0.02,15.092809917405248,15.893689123913646,12.576034350786358,13.98224412696436,13.396354916039854,12.111333489883691,13.590928574558347,15.578138118144125,9.48853266891092,8.164213795680553,11.648175131995231,11.86430745292455,8.641633030492812,9.335912181995809,9.060117008630186,11.283467756584287,9.80891491053626,10.66176628228277,9.879244316834956,12.293872714508325,9.867973858490586,12.507538485806435,9.402574505656958,7.893242582213134
3,0.03,10.834068234544247,13.317330740392208,8.39634594740346,12.996577424928546,11.29105658037588,11.052383342757821,10.569470759946853,14.037599612493068,7.17879447620362,7.244634616654366,9.018840501084924,10.50488936016336,6.42288796370849,7.589493179693818,8.989445632323623,9.545146895106882,8.102077117655426,8.458635420538485,8.07317701401189,10.303141607437283,9.490766387898475,11.015959898941219,8.075468940660357,8.694973075762391
4,0.04,9.198498446494341,12.02548446599394,6.561822374351323,12.182550563011318,10.191346518695354,8.92366369953379,8.300987246911973,13.153250620234758,6.960479367990047,7.9434976214542985,9.431925718672574,11.154523235745728,5.923167918808758,6.94022310199216,8.531955245416611,9.022754966281354,7.105547410901636,7.427253876812756,7.8075609053485096,8.31954093882814,9.63947968557477,10.789059160742909,8.27012991067022,9.863724699243903
5,0.05,10.667739843484014,12.108954251743853,8.615614206064492,12.56934046978131,11.657328286673874,7.556671334896237,8.811541192699224,12.76834518648684,6.929869414307177,8.777140465099365,9.715564374346286,10.837909940164536,6.330432370305061,7.212023774627596,8.142807928379625,11.442796676419675,7.664340955670923,7.861497579142451,8.016279025468975,8.291906851809472,9.63048660196364,11.846626875922084,9.104383934754878,9.954383131116629
6,0.06,12.50857167178765,12.493757822085172,9.949733794201165,12.46789179276675,13.481330825015903,9.007279004435986,10.17210161080584,14.038429071661085,6.875467079225928,8.352581062354147,8.379603968933225,9.545758075546473,7.123395334929228,7.87349563324824,10.58870111592114,12.742908438667655,9.516748832538724,8.969756891019642,7.512178854085505,10.132702300325036,9.451090591028333,12.179749319329858,9.340241376776248,9.550574759487063
7,0.07,12.710195733234286,13.290817150846124,9.935378329828382,12.327516742516309,13.766861229669303,10.783776815515012,11.08714786823839,15.70973836351186,7.57027737563476,7.780305168125778,8.251401595771313,10.318377462681383,8.285431249532849,8.75008845468983,13.30893428530544,10.99630753742531,10.782030585687608,9.668547136243433,7.943453965708613,11.10483572119847,10.29016129905358,12.103882909286767,9.13755502551794,9.450595825910568
8,0.08,11.22783578466624,12.55356619367376,10.514624591451138,12.72428926313296,12.30412453878671,9.951843821909279,11.000411177519709,14.941775589250028,7.124457624740899,7.315364200621843,8.886265277396888,11.494645150378346,7.919923518784344,8.513095963280648,11.358533811289817,10.528950951993465,9.559851605445147,8.943243301473558,8.886258001439273,9.84477810561657,10.754214599728584,11.648320651147515,8.597220585215837,8.961033017840236
9,0.09,10.45312819769606,10.070347343571484,10.827709047589451,12.607641110662371,10.230440238956362,8.95787525223568,10.294104868080467,13.649623724631965,6.337788363453001,6.959431630093604,8.627372153569013,10.601179383229464,6.258727808017284,7.94433435657993,8.1141188275069,12.294061889406294,8.454422641079873,7.894144800957292,8.108181646093726,8.675626304466277,9.08396759768948,10.850118997041136,7.945745892357081,7.9668607213534415
