,Time (s),A1,B1,C1,D1,A2,B2,C2,D2,A3,B3,C3,D3,A4,B4,C4,D4,A5,B5,C5,D5,A6,B6,C6,D6
0,0.0,9.268784197047353,8.760180207900703,6.765330908820033,11.802760127466172,9.488816431257874,9.384573786519468,6.493581167887896,5.6858480093069375,6.096859578974545,10.023017239291221,4.328481736592948,6.865608156658709,4.984693077858537,4.675603122450411,8.323768270201981,6.454312824644148,3.6318961065262556,8.637747669126838,7.732960511930287,5.695423169527203,3.306966391392052,4.190289473626763,5.446243449114263,6.597219908144325
1,0.01,7.783106411807239,8.509305189363658,5.641013558488339,13.142918760422617,9.103721822611988,5.975336534902453,5.36790321348235,3.944689524360001,5.383015377447009,9.446783224120736,4.178298695478588,5.850895831827074,4.812995030079037,1.9835788407362998,7.6110882218927145,6.3027910073287785,2.940236299764365,10.046045645140111,4.368055670056492,3.564724465832114,1.5578334568999708,0.7094567990861833,3.9590959204360843,4.934961907565594
2,0.02,10.17472823150456,10.712661605793983,7.399830792564899,14.917852240614593,10.134790500160307,7.537870260421187,6.740432581864297,5.57796738576144,8.023664122447371,9.94715082924813,5.720779881812632,7.287570042535663,7.045862730592489,3.3278120099566877,8.509879990015179,7.5369534897618,5.039109964855015,12.800737749785185,4.811801773030311,3.8941288948990405,2.770626451820135,2.0763036445714533,4.751615051645786,5.67294773645699
3,0.03,11.53903576778248,10.293682862538844,9.011513611767441,14.231147360987961,9.667426638770849,10.303825547453016,7.192909833975136,6.4445412135683,9.247276466339827,8.820861694402993,6.7006258177571,8.072267519310117,7.756047125440091,6.18155172560364,9.268282155971974,7.840157195460051,5.396213964559138,11.215845006518066,6.81266828905791,6.275949999690056,3.5087723517790437,5.777059413958341,4.770321538671851,7.507536793127656
4,0.04,9.643212251830846,6.634996680077165,6.831425707787275,10.951669537462294,7.669608748983592,9.37328877625987,5.778165359515697,5.011861503589898,6.488997314590961,6.189293344505131,5.477260856423527,6.980088073760271,5.359368515200913,5.459049134515226,7.572802132926881,6.144080543890595,3.238725184928626,6.822374416515231,6.790243787690997,6.655354809481651,2.26990960072726,7.226677553262562,3.689390723593533,6.993970600888133
5,0.05,7.858245226088911,6.366004527080804,4.285648174118251,8.572918886784464,7.0758615038357675,7.481234206352383,5.554029485210776,5.244422936812043,4.495988832786679,6.032074452377856,3.319772076793015,7.161950634326786,3.932829713448882,3.3783799153752625,6.723523256368935,5.1881870604120195,2.149557985831052,6.486785423476249,6.279457011260092,5.6164717534556985,2.800050424411893,7.048991392366588,4.329864168539643,5.40327891940251
6,0.06,8.219642040785402,9.797739039640874,5.921734555158764,10.348572686780244,8.321134373545647,8.278693712782115,7.546586857642978,6.927686627022922,6.049420335330069,7.899405318312347,3.41556005878374,7.866925443522632,4.882240318693221,4.384484782349318,8.473944035358727,6.163114449009299,3.5084958653897047,9.404728189110756,7.47462036088109,5.722482455894351,4.762325261253864,5.9486337704584,6.102935003582388,5.878835509065539
7,0.07,9.974435670301318,11.096009984612465,9.509800293017179,14.74421878810972,9.667266567703336,9.986775694414973,9.374583896715194,7.357091817539185,7.985378033481538,8.646209607832134,6.60136720398441,6.561371264979243,5.667629011441022,6.446403858717531,9.951938409358263,6.738868250977248,5.69642725167796,10.326592018827796,8.708768291398883,5.738460458815098,4.840163455810398,5.045891157351434,6.158043106552213,7.500202627852559
8,0.08,10.730771464295685,9.723247785586864,9.989104000851512,16.3837758009322,9.587311069481075,9.32271359488368,8.801405783742666,7.608461601193994,7.939794159028679,8.259856258518994,8.32381920190528,5.217108991928399,5.589208740275353,5.802612577099353,9.71744884736836,5.357913323678076,6.326874427031726,9.030351066030562,7.144451956264675,4.795292625203729,3.9072692743502557,6.0808160924352705,3.829212801065296,7.266266038641334
9,0.09,8.563707524444908,8.64121102495119,7.139140507206321,13.236203812994063,7.923874363768846,7.244561857078224,6.616428436245769,8.024326234590262,6.751477485522628,7.707640179432929,5.476453225128353,5.6971548474393785,5.188667273614556,3.568078682292253,8.103830623440444,3.6022538552060723,4.64532058686018,7.529190042987466,3.940636815968901,4.263878508936614,3.9913065847940743,6.444119208026677,1.5457626432180405,5.18123124493286
10,0.1,6.35053584119305,7.842245395295322,5.243418854661286,10.034011211246252,6.463858881033957,7.133676263038069,5.497480742633343,6.576192390639335,5.437876097857952,6.884154572617263,2.3244356270879507,6.8601657403633,4.619098035618663,2.640867023728788,6.038826541043818,4.067747795488685,3.1694507924839854,6.389527698047459,3.067259967792779,3.901091986335814,4.239504050929099,4.4924672693014145,1.7743586795404553,3.8305079215206206
11,0.11,8.226146746892482,7.300564902834594,6.764399586245418,11.110998457297683,6.974623829592019,9.247538400813937,6.542468327097595,4.906993126496673,5.012443580199033,6.98829535394907,3.074266714975238,8.0653335317038,5.195950507186353,3.876928531099111,5.980014975648373,6.673508323729038,4.288449417799711,7.057467882987112,5.198249709792435,3.7518038880079985,3.8839862099848688,4.646288289222866,3.4838449209928513,4.610781616065651
12,0.12,11.619886208791286,8.187940693460405,9.152710845228285,13.383665645960718,8.31750367069617,10.5356375570409,8.123141014948487,5.528803740162402,5.936279194429517,8.561888535041362,5.276357114780694,8.603623427916318,6.924958142917603,5.885645805392414,7.7968070399947464,8.098941179923713,5.770147254224867,9.536750440020114,7.149275916162878,5.0951275625266135,3.9279766497202218,7.585193088743836,4.55804547527805,6.491514795925468
13,0.13,11.948919564019889,9.315866918768734,9.257149940822273,12.808188330382109,8.6618383647874,9.730865713208914,8.700684702489525,6.649846909567714,6.755049980711192,9.379233233630657,5.685702490154654,7.979426300153136,7.358728908002377,6.5492422436363995,8.659495506435633,6.900860171299428,4.940906364936382,10.493480658624321,7.38106609787792,6.4458290580660105,4.950750735588372,8.337010513059795,5.081317794974893,7.540329534094781
14,0.14,9.410483471583575,8.147231710609049,6.6751817939803,10.618823580443859,7.968985300976783,7.91942875366658,7.999500667210668,5.928362952545285,5.731431883759797,7.947601261548698,4.015098966192454,7.188231393229216,5.256799340713769,5.0554153858684,7.782669854350388,4.907866241410375,3.1253439374268055,8.480616088490933,6.545902579091489,5.585388862527907,4.918110789731145,5.898873496335,4.511239239946008,6.549409590661526
15,0.15,7.208334864117205,6.839152774773538,4.126057319808751,9.612689609639347,7.574606570415199,7.012618880253285,7.102345989551395,4.981731763109565,4.297617124393582,6.63971877656877,1.6470803529955447,6.851056241430342,3.081448085140437,3.5662887967191637,6.496120477095246,3.6085693864151835,2.603657776489854,7.2106486186385155,5.5635173339396715,4.43824683316052,3.081222530454397,3.8020662032067776,3.2183161238208413,4.9913214752450585
16,0.16,7.63113348511979,8.541777788195759,5.260299076326191,10.630959877744317,8.154929673764855,8.120827260427177,7.161295798141509,6.142516213003546,4.909801646135747,7.376424036920071,1.3233657227829099,6.698996003251523,3.470195224508643,4.5439155655913055,6.265101546887308,3.636429028119892,3.4157419577240944,9.20439197216183,5.503774445969611,4.806322976946831,3.128734533675015,3.539564204402268,4.139990778639913,5.286456143949181
17,0.17,9.191891876980662,10.00626798486337,8.79518483998254,12.246877304278314,8.739909389987588,9.010524081531912,7.2432958404533565,7.605682185385376,6.483533070422709,8.372480806428939,3.8024154491722584,6.6091015469282866,4.996814823243767,6.675472832284868,7.737398846074939,4.913068551104516,4.337991413194686,11.199284926988184,6.092741386964917,4.972433089278638,6.078080332372338,3.8102007238194346,6.007721822243184,6.319962267298251
18,0.18,9.129646059591323,9.189454431179911,9.790674084797502,12.251817679498345,9.134222636930645,8.497103408444673,6.7370638134889305,6.867587217129767,7.023569196462631,8.989125490188599,6.124202627688646,6.781068805139512,5.293040885590017,7.443646609317511,9.260947990696877,5.961803253740072,4.852343408856541,10.479416232556105,6.09253766015172,5.0405069487169385,6.92347384756431,4.196204827167094,5.38701715413481,6.007081537973136
